DBA Name,Facility Type,Risk,Zip,Inspection Date,Inspection Type,Latitude,Longitude,Location,Results
E WOK CAFE,Restaurant,Risk 1 (High),60641,6/3/2014,Canvass,41.95344087,-87.75455319,"(41.95344087020122, -87.75455318593346)",Pass
REAL KITCHEN,Restaurant,Risk 2 (Medium),60657,6/3/2014,License,41.94183567,-87.65401882,"(41.941835666489425, -87.6540188204789)",Fail
MR. G'S DINER,Restaurant,Risk 1 (High),60630,6/3/2014,Canvass,41.96776279,-87.7772019,"(41.9677627944592, -87.77720189962909)",Fail
PIZZERIA ORA,Restaurant,Risk 1 (High),60654,6/3/2014,Canvass,41.89211867,-87.63244969,"(41.89211867239105, -87.6324496885045)",Fail
RAINBOW CARRYOUT,Restaurant,Risk 2 (Medium),60636,6/3/2014,Complaint,41.76485938,-87.66394018,"(41.764859382425385, -87.66394017630476)",Pass
TRE KRONOR RESTAURANT,Restaurant,Risk 1 (High),60625,6/3/2014,Canvass,41.97583113,-87.71106023,"(41.97583112819268, -87.71106022614639)",Pass
POTBELLY SANDWICH WORKS LLC,Restaurant,Risk 1 (High),60605,6/3/2014,Canvass,41.874862,-87.62936304,"(41.87486199770747, -87.62936304459032)",Pass
TATTLER POST #973 AMER. LEGION,Restaurant,Risk 1 (High),60618,6/3/2014,Canvass Re-Inspection,41.96115263,-87.68853134,"(41.961152630145925, -87.68853134020404)",Pass
La Kebrada,Restaurant,Risk 1 (High),60608,6/3/2014,Canvass,41.85239696,-87.66837744,"(41.852396957533664, -87.6683774419254)",Pass w/ Conditions
IVONE'S HAIR SALON,Grocery Store,Risk 2 (Medium),60609,6/3/2014,Canvass,41.81029092,-87.66516435,"(41.810290917522444, -87.66516434629094)",Pass
D'ABSOLUTE RESTAURANT & CATERING,Catering,Risk 1 (High),60641,6/3/2014,Canvass,41.95343525,-87.75499043,"(41.95343525460883, -87.75499043272667)",No Entry
"M K POULTRY, INC.",Grocery Store,Risk 1 (High),60632,6/3/2014,Canvass,41.80118128,-87.68918531,"(41.801181282541556, -87.68918531154972)",Pass
BIJE'S,Restaurant,Risk 1 (High),60634,6/3/2014,Canvass,41.95248836,-87.81440271,"(41.95248836107066, -87.81440271000294)",Pass
PUPUSERIA EL EXCELENTE,Restaurant,Risk 1 (High),60608,6/3/2014,Canvass,41.85783609,-87.67100647,"(41.857836090111526, -87.67100647272235)",Pass
K R M #1 INC,Restaurant,Risk 2 (Medium),60659,6/3/2014,Canvass Re-Inspection,41.99570495,-87.689964,"(41.995704951379196, -87.68996400149155)",Pass
JERRY'S,Restaurant,Risk 1 (High),60640,6/3/2014,Canvass,41.98035904,-87.66817124,"(41.980359035573265, -87.66817124313768)",Fail
M K POULTRY,Grocery Store,Risk 2 (Medium),60632,6/3/2014,Canvass,41.80118128,-87.68918531,"(41.801181282541556, -87.68918531154972)",Out of Business
PAPA JIN,Restaurant,Risk 1 (High),60622,6/3/2014,Canvass,41.90978082,-87.67630724,"(41.909780816679955, -87.67630723568102)",Pass
DJ'S GYROS,Restaurant,Risk 2 (Medium),60651,6/3/2014,Complaint,41.90258319,-87.72615275,"(41.902583190053704, -87.72615275088486)",Fail
WASHINGTON HIGH SCHOOL,School,Risk 1 (High),60617,6/3/2014,Canvass Re-Inspection,41.6881094,-87.5375501,"(41.68810940443177, -87.53755009833142)",Pass
JADE PALACE RESTAURANT,Restaurant,Risk 1 (High),60623,6/3/2014,Canvass,41.84483539,-87.70489989,"(41.84483539012294, -87.70489988979249)",Out of Business
BUFFET CITY,Restaurant,Risk 1 (High),60629,6/3/2014,Canvass,41.76558422,-87.72258229,"(41.765584219649504, -87.72258228620703)",Out of Business
ALINEA RESTAURANT LLC,Restaurant,Risk 1 (High),60614,6/3/2014,Canvass,41.91348383,-87.64820624,"(41.9134838258703, -87.64820624487015)",Pass w/ Conditions
JADE PALACE,Restaurant,Risk 1 (High),60623,6/3/2014,License,41.84483539,-87.70489989,"(41.84483539012294, -87.70489988979249)",Pass
RASOI INDIAN KITCHEN,Restaurant,Risk 1 (High),60622,6/3/2014,Canvass,41.91014406,-87.67687503,"(41.91014405962235, -87.67687502523692)",Pass
PRINCETON APARTMENTS GOLDEN DINER,Golden Diner,Risk 1 (High),60609,6/3/2014,Canvass,41.81667584,-87.63370848,"(41.81667584360172, -87.63370847608431)",Pass
BUFFET CITY,Restaurant,Risk 1 (High),60629,6/3/2014,License,41.76558422,-87.72258229,"(41.765584219649504, -87.72258228620703)",Pass
SMALL BURGER INC,Restaurant,Risk 2 (Medium),60608,6/3/2014,License Re-Inspection,41.85782113,-87.67198407,"(41.85782112548323, -87.67198406803239)",Pass
GREEN TOMATO DELI,Restaurant,Risk 2 (Medium),60608,6/3/2014,Canvass,41.85782113,-87.67198407,"(41.85782112548323, -87.67198406803239)",Out of Business
Rodan,Restaurant,Risk 1 (High),60622,6/3/2014,Canvass,41.90924319,-87.67591866,"(41.90924319069685, -87.6759186557237)",No Entry
BLUE FIN JAPANESE RESTAURANT,Restaurant,Risk 1 (High),60622,6/3/2014,Canvass,41.91059896,-87.67722751,"(41.91059895659309, -87.67722751260462)",No Entry
Lokal  Contemporary  European,Restaurant,Risk 1 (High),60622,6/3/2014,Canvass,41.91063004,-87.67525267,"(41.91063004025276, -87.67525266517114)",No Entry
BEE AND TEA,Restaurant,Risk 2 (Medium),60622,6/3/2014,License,41.91042491,-87.67427951,"(41.910424909682696, -87.6742795115652)",Fail
MAXWELL STREET CICERO,Restaurant,Risk 2 (Medium),60644,6/3/2014,Short Form Complaint,41.87728403,-87.74530775,"(41.87728402627134, -87.74530774699919)",Pass
DOLCE CASA CAFE,Restaurant,Risk 1 (High),60625,6/3/2014,Canvass,41.97196943,-87.67913614,"(41.971969426617925, -87.67913613598748)",Pass
CESAR'S MARGARITA BAR & GRILL,Restaurant,Risk 3 (Low),60640,6/3/2014,License Re-Inspection,41.97994675,-87.66813912,"(41.97994674971407, -87.66813912101561)",Fail
71ST GROCERY INC.,Grocery Store,Risk 3 (Low),60649,6/3/2014,Complaint Re-Inspection,41.76633472,-87.57836204,"(41.766334721288736, -87.57836204277517)",Fail
ST. FLORIAN SCHOOL,School,Risk 1 (High),60633,6/3/2014,Canvass,41.65695932,-87.54728349,"(41.65695932144372, -87.54728348555224)",Fail
CESAR'S MARGARITA BAR & GRILL,Restaurant,Risk 1 (High),60640,6/3/2014,License Re-Inspection,41.97994675,-87.66813912,"(41.97994674971407, -87.66813912101561)",Fail
TAQUERIA EL PRIMO #2,Restaurant,Risk 1 (High),60641,6/3/2014,Canvass Re-Inspection,41.95917287,-87.72693117,"(41.959172869366874, -87.72693117067278)",Pass
LA PLACITA DE DURANGO,Restaurant,Risk 1 (High),60632,6/3/2014,Canvass,41.80102712,-87.68530842,"(41.80102712134728, -87.68530842130838)",Pass
CHO SUN OK RESTAURANT,Restaurant,Risk 1 (High),60618,6/3/2014,Canvass,41.95776421,-87.68145271,"(41.957764213323046, -87.68145271210606)",Pass
EL CHIVITO JALICIENSE CORP,Restaurant,Risk 1 (High),60623,6/3/2014,Complaint,41.8463554,-87.70981612,"(41.84635540148372, -87.70981611899299)",Pass
CORNER BAKERY CAFE,Restaurant,Risk 1 (High),60601,6/3/2014,Canvass,41.88814015,-87.62469579,"(41.88814015241156, -87.6246957901013)",Pass
Bowen H/S,School,Risk 1 (High),60617,6/3/2014,Canvass Re-Inspection,41.73376107,-87.55775263,"(41.7337610651301, -87.55775262945247)",Pass
DOC B'S,Restaurant,Risk 1 (High),60611,6/3/2014,License,41.89159074,-87.62586714,"(41.891590741083505, -87.62586713724458)",Pass
"MICHAELS FAST FOOD & GROCERY, INC",Grocery Store,Risk 2 (Medium),60628,6/3/2014,License Re-Inspection,41.69986166,-87.62794267,"(41.699861664789154, -87.62794266900995)",Pass
RED ROBIN'S BURGER WORKS,Restaurant,Risk 1 (High),60601,6/3/2014,License,41.88745658,-87.6246991,"(41.88745658361914, -87.62469910072792)",Fail
MCDONALD'S,Restaurant,Risk 2 (Medium),60609,6/3/2014,Canvass,41.81774274,-87.66533501,"(41.8177427370255, -87.66533501233407)",Fail
"QUEST FOOD MANAGEMENT SERVICES, INC.",Restaurant,Risk 1 (High),60614,6/3/2014,Canvass,41.92208685,-87.63772276,"(41.92208684961475, -87.63772276005638)",Pass
DOC B'S,Restaurant,Risk 1 (High),60611,6/3/2014,License,41.89159074,-87.62586714,"(41.891590741083505, -87.62586713724458)",Pass
MAC ARTHUR'S,Restaurant,Risk 1 (High),60644,6/3/2014,Complaint Re-Inspection,41.88041,-87.76070578,"(41.88041000319366, -87.7607057824235)",Pass
CHOICE CHINA WOK,Restaurant,Risk 1 (High),60628,6/3/2014,License Re-Inspection,41.70569755,-87.64265031,"(41.70569754863335, -87.64265031197954)",Pass
JAMAICAN  GATES,Restaurant,Risk 1 (High),60628,6/3/2014,Consultation,41.70790993,-87.64300674,"(41.70790992815699, -87.64300673781825)",Pass
OVER EASY CAFE,Restaurant,Risk 1 (High),60625,6/3/2014,Canvass,41.9718562,-87.67913255,"(41.971856201052205, -87.67913255021972)",Fail
I.H.O.P.,Restaurant,Risk 1 (High),60641,6/3/2014,Canvass,41.95742942,-87.74757442,"(41.95742941661818, -87.74757441604942)",Pass
Subway,Restaurant,Risk 1 (High),60608,6/3/2014,Canvass,41.85798054,-87.66161008,"(41.85798053852561, -87.66161007814216)",Pass w/ Conditions
BETTY SHABAZZ INTERNATIONAL CHARTER SCHOOL,School,Risk 1 (High),60619,6/3/2014,Consultation,41.75245012,-87.60021772,"(41.75245012387641, -87.60021771650342)",Pass
RED MANGO,Restaurant,Risk 2 (Medium),60615,6/3/2014,License,41.80025516,-87.58810125,"(41.80025516037735, -87.588101251261)",Pass
PAPA RAYS PIZZA & WINGS,Restaurant,Risk 1 (High),60640,6/3/2014,License,41.9689839,-87.65467275,"(41.96898390298873, -87.65467274518726)",Pass
OLD COUNTRY BUFFET,Restaurant,Risk 1 (High),60652,6/3/2014,Complaint,41.75466012,-87.74138476,"(41.75466012439374, -87.74138475860521)",Pass w/ Conditions
DUNKIN DONUTS,Restaurant,Risk 2 (Medium),60634,6/3/2014,Complaint,41.95265745,-87.80628847,"(41.95265744596772, -87.80628847352388)",Fail
TGL GROUP-JERK,Mobile Food Preparer,Risk 2 (Medium),60608,6/3/2014,Canvass,41.85045102,-87.65879786,"(41.85045102427, -87.65879785567869)",Fail
"7 DAYS OF CHICAGO, INC.",Grocery Store,Risk 2 (Medium),60619,6/3/2014,License,41.75122629,-87.60056384,"(41.75122628751871, -87.60056384302894)",Pass
CARNICERIA LA HACIENDA NO 2 INC,Grocery Store,Risk 1 (High),60629,6/3/2014,Canvass,41.77868472,-87.71425166,"(41.77868471619929, -87.71425166330465)",Pass
THE TAMALE SPACESHIP,Restaurant,Risk 1 (High),60622,6/3/2014,License,41.90618801,-87.67719932,"(41.90618800654647, -87.677199315603)",Pass
SUPERMERCADO EL RANCHITO,Grocery Store,Risk 1 (High),60632,6/3/2014,Canvass Re-Inspection,41.8085383,-87.68503545,"(41.808538297100256, -87.68503545166331)",Pass
7447 PANTRY,Grocery Store,Risk 1 (High),60649,6/3/2014,Complaint,41.76130547,-87.55770552,"(41.761305471393655, -87.55770551531141)",Pass w/ Conditions
NUEVO LEON RESTAURANT,Restaurant,Risk 1 (High),60608,6/3/2014,Complaint,41.85771616,-87.66439496,"(41.85771616298304, -87.66439496218744)",Fail
BURGER KING #1308,Restaurant,Risk 2 (Medium),60619,6/3/2014,Short Form Complaint,41.72190101,-87.62006369,"(41.721901009676586, -87.62006368939045)",Pass
FIESTA-ECUA FOOD MARKET,Grocery Store,Risk 2 (Medium),60618,6/3/2014,Canvass,41.95382611,-87.70551205,"(41.95382611483376, -87.70551205494066)",Pass
CANDY CITY & MARKET,Grocery Store,Risk 3 (Low),60639,6/3/2014,License Re-Inspection,41.9096507,-87.75263061,"(41.90965070113886, -87.75263061404821)",Pass
"111TH FOOD MART, INC.",Grocery Store,Risk 3 (Low),60643,6/3/2014,License Re-Inspection,41.69215724,-87.64979625,"(41.692157238736996, -87.64979625345944)",Pass
CITGO,CONVENIENCE,Risk 3 (Low),60621,6/3/2014,Canvass Re-Inspection,41.78712744,-87.64548794,"(41.787127441560855, -87.64548794395442)",Pass
SWAP-O-RAMA FLEA MARKET,Restaurant,Risk 2 (Medium),60609,6/3/2014,Canvass,41.81944143,-87.66537554,"(41.81944142629576, -87.6653755449091)",No Entry
"CREMERIA SANTA MARIA, INC",Restaurant,Risk 2 (Medium),60609,6/3/2014,Canvass,41.81944143,-87.66537554,"(41.81944142629576, -87.6653755449091)",No Entry
FLUB A DUB CHUB'S,Restaurant,Risk 1 (High),60657,6/2/2014,Canvass,41.93714384,-87.64415612,"(41.93714384090968, -87.64415612243626)",Pass
MARIE'S LIQUORS INC.,Restaurant,Risk 1 (High),60630,6/2/2014,Canvass,41.96809026,-87.73166809,"(41.96809025848692, -87.73166808626459)",Pass
J & W Food and Liquors,Liquor,Risk 3 (Low),60628,6/2/2014,Canvass,41.67790425,-87.6236403,"(41.67790424878616, -87.62364029502095)",Out of Business
CAPT'N NEMO,Restaurant,Risk 1 (High),60626,6/2/2014,Canvass,42.01570881,-87.67500337,"(42.01570881263429, -87.67500336670203)",Pass
VIA VENETO,Restaurant,Risk 1 (High),60659,6/2/2014,Canvass,41.99647012,-87.71750381,"(41.996470122670104, -87.71750381265241)",Pass
MARIN'S ICE CREAM SHOP,Restaurant,Risk 2 (Medium),60639,6/2/2014,Canvass,41.90952906,-87.74508051,"(41.909529057745836, -87.74508051049314)",Fail
MR SALSA,Restaurant,Risk 1 (High),60613,6/2/2014,Canvass,41.96165172,-87.6558299,"(41.96165171832781, -87.65582989543893)",Pass w/ Conditions
DIRK FISH & GOURMET SHOP INC,Grocery Store,Risk 1 (High),60614,6/2/2014,Canvass,41.91893142,-87.66089422,"(41.91893142402569, -87.66089421708655)",Pass w/ Conditions
POTBELLY SANDWICH SHOP,Restaurant,Risk 1 (High),60610,6/2/2014,License,41.91089478,-87.63484962,"(41.9108947798037, -87.63484961938154)",Fail
BELLA LUNA CAFE,Restaurant,Risk 1 (High),60654,6/2/2014,Canvass,41.89577351,-87.62961054,"(41.89577351496085, -87.62961054088532)",Pass w/ Conditions
POPEYE'S  CHICKEN,Restaurant,Risk 1 (High),60632,6/2/2014,Suspected Food Poisoning,41.81262899,-87.7063942,"(41.812628989174634, -87.70639420409829)",Pass
DEAR SUB,Restaurant,Risk 1 (High),60639,6/2/2014,Canvass,41.90952245,-87.74560879,"(41.90952245215142, -87.7456087945659)",Pass
TAQUERIA AMIGO CHINO,Restaurant,Risk 1 (High),60634,6/2/2014,Canvass,41.95307342,-87.76705641,"(41.95307342441258, -87.76705641473059)",Out of Business
FITNESS FORMULA CLUBS-SOUTH LOOP,Restaurant,Risk 2 (Medium),60605,6/2/2014,License,41.8679045,-87.62728574,"(41.86790450001522, -87.62728574017743)",Fail
BABYLON FOOD AND CAFE,Restaurant,Risk 1 (High),60659,6/2/2014,License,41.98708903,-87.70159761,"(41.9870890263283, -87.70159760991616)",Fail
HANA RESTAURANT,Restaurant,Risk 1 (High),60626,6/2/2014,Canvass Re-Inspection,42.00568707,-87.66080018,"(42.00568707320046, -87.66080017921671)",Pass
COOK AU VIN,Bakery,Risk 1 (High),60614,6/2/2014,Canvass,41.92250794,-87.67400667,"(41.92250793561497, -87.67400666675302)",Pass
THEORY SPORTS DIV LOUNGE,Restaurant,Risk 1 (High),60654,6/2/2014,Canvass,41.88994931,-87.62837357,"(41.889949310620324, -87.62837357133523)",Pass
JAMBA JUICE,Restaurant,Risk 2 (Medium),60607,6/2/2014,Canvass Re-Inspection,41.86481082,-87.64699486,"(41.86481081595784, -87.64699485941388)",Pass
HANA SUSHI AND EXPRESS,Restaurant,Risk 1 (High),60626,6/2/2014,License Re-Inspection,42.00568707,-87.66080018,"(42.00568707320046, -87.66080017921671)",Pass
PALETERIA AYUTLA,Wholesale,Risk 2 (Medium),60632,6/2/2014,License,41.80945692,-87.68474599,"(41.80945691736228, -87.68474598934672)",Pass
Pavones Restaurant & Lounge,Restaurant,Risk 1 (High),60634,6/2/2014,Canvass,41.9524374,-87.81649553,"(41.95243739681394, -87.81649552747085)",Out of Business
BEVERLY HILLS FOOD INC,,Risk 3 (Low),60643,6/2/2014,Canvass,41.72112262,-87.67708432,"(41.72112261922048, -87.67708432160222)",Out of Business
AURORA CHICAGO LAKESHORE HOSPITAL,EMPLOYEE CAFETERIA,Risk 1 (High),60640,6/2/2014,Canvass Re-Inspection,41.97035251,-87.65013474,"(41.97035250602275, -87.65013474477234)",Pass
"ESQUIRE PETROLEUM, LLC",Grocery Store,Risk 3 (Low),60626,5/30/2014,Canvass,42.01270437,-87.67450072,"(42.01270437063092, -87.67450071917104)",Pass
"CLARK FOOD & CIGARETTES INC.,",Grocery Store,Risk 3 (Low),60626,5/30/2014,Canvass,42.00531173,-87.67294054,"(42.0053117273606, -87.67294053846207)",Out of Business
STARBUCKS COFFEE #227,Restaurant,Risk 2 (Medium),60657,5/30/2014,Short Form Complaint,41.94355499,-87.64511919,"(41.943554985172355, -87.6451191903812)",Pass w/ Conditions
HOST INTERNATIONAL INC,Restaurant,Risk 1 (High),60666,5/30/2014,Complaint,42.0085364,-87.91442844,"(42.008536400868735, -87.91442843927047)",Pass
BEN & JERRY'S,Navy Pier Kiosk,Risk 2 (Medium),60611,5/30/2014,Canvass,41.89209414,-87.61156988,"(41.892094136861786, -87.61156988394656)",Out of Business
CHIPOTLE,Restaurant,Risk 1 (High),60607,5/30/2014,Complaint Re-Inspection,41.86797281,-87.64089226,"(41.86797280510883, -87.64089225688473)",Pass
THE GRILL ON THE ALLEY,Restaurant,Risk 1 (High),60611,5/30/2014,Canvass,41.89953903,-87.623989,"(41.89953902796158, -87.62398900032618)",Fail
SMOKIN' WOODY'S,Restaurant,Risk 1 (High),60618,5/30/2014,Canvass,41.95755793,-87.68130813,"(41.95755792687351, -87.68130812895464)",Pass
BURRITO BEACH,Restaurant,Risk 1 (High),60661,5/30/2014,Canvass Re-Inspection,41.88199434,-87.63975868,"(41.88199433820508, -87.6397586848809)",Pass
STUFFIN-IT-FRESH,Restaurant,Risk 1 (High),60661,5/30/2014,Canvass,41.88199434,-87.63975868,"(41.88199433820508, -87.6397586848809)",Pass w/ Conditions
HIGGINS TAVERN,Restaurant,Risk 1 (High),60657,5/30/2014,Complaint,41.94161682,-87.65887368,"(41.94161681584836, -87.65887368072896)",Fail
FRONTERA TORTAS BY RICK  BAYLESS,Restaurant,Risk 1 (High),60666,5/30/2014,Canvass,42.0085364,-87.91442844,"(42.008536400868735, -87.91442843927047)",Pass
AU BON PAIN,Restaurant,Risk 1 (High),60606,5/30/2014,Canvass,41.87853128,-87.63942746,"(41.878531278353606, -87.63942745962717)",Pass
Sunset Caffe,Restaurant,Risk 1 (High),60659,5/30/2014,Canvass,41.98581391,-87.68966419,"(41.98581390944315, -87.68966419321139)",Pass
"WOLFGANG PUCK, T-3",Restaurant,Risk 1 (High),60666,5/30/2014,Canvass Re-Inspection,42.0085364,-87.91442844,"(42.008536400868735, -87.91442843927047)",Pass
RUBY'S RESTAURANT,Restaurant,Risk 1 (High),60612,5/30/2014,Short Form Complaint,41.88086598,-87.70585425,"(41.88086597742973, -87.70585424947606)",Pass
1053 W 103RD INC,Grocery Store,Risk 3 (Low),60643,5/30/2014,License,41.70674696,-87.64959676,"(41.706746959696304, -87.64959676213564)",Fail
NOON O KABAB,Restaurant,Risk 1 (High),60625,5/30/2014,Canvass,41.96628077,-87.70826052,"(41.966280768751815, -87.70826052165359)",Pass
CARIBOU COFFEE  #708,Restaurant,Risk 2 (Medium),60657,5/30/2014,Canvass,41.94188302,-87.644605,"(41.94188302202727, -87.64460500300291)",Pass
ADAM'S FOOD MART,Grocery Store,Risk 2 (Medium),60644,5/30/2014,License,41.89103355,-87.75530965,"(41.891033547074734, -87.75530964570335)",Fail
K R M #1 INC,Restaurant,Risk 2 (Medium),60659,5/30/2014,Canvass Re-Inspection,41.99570495,-87.689964,"(41.995704951379196, -87.68996400149155)",Pass
CITGO,Grocery Store,Risk 3 (Low),60643,5/30/2014,Canvass,41.70674498,-87.64983046,"(41.70674498103866, -87.64983046166067)",Fail
"FFT401, LLC",Restaurant,Risk 1 (High),60611,5/30/2014,Canvass,41.88935425,-87.62410246,"(41.88935425192819, -87.62410245624348)",Fail
"LA-BONITA FOOD MART, INC.",,Risk 3 (Low),60626,5/30/2014,Canvass,42.00531173,-87.67294054,"(42.0053117273606, -87.67294053846207)",Out of Business
BRAT FOOD MART INC.,,Risk 3 (Low),60626,5/30/2014,Canvass,42.00531173,-87.67294054,"(42.0053117273606, -87.67294053846207)",Out of Business
"TAQUERIA LA HACIENDA, INC.",Restaurant,Risk 1 (High),60629,5/30/2014,Canvass,41.78624678,-87.71043107,"(41.78624677993347, -87.7104310729898)",Pass
CENTRO MARKET,Grocery Store,Risk 1 (High),60632,5/30/2014,Canvass Re-Inspection,41.79925704,-87.70357471,"(41.799257043707684, -87.70357470655833)",Fail
JEFF'S RED HOTS,Restaurant,Risk 1 (High),60641,5/30/2014,Canvass,41.95161876,-87.74712077,"(41.95161875662041, -87.7471207715993)",Pass
FOREVER YOGURT,Restaurant,Risk 2 (Medium),60622,5/30/2014,Complaint,41.91061792,-87.67610192,"(41.910617923470866, -87.67610192061127)",Pass w/ Conditions
"CLARK MINI MART, INC.",Grocery Store,Risk 3 (Low),60626,5/30/2014,License,42.00531173,-87.67294054,"(42.0053117273606, -87.67294053846207)",Pass
"CORPORATE CONCIERGE SERVICES, INC.",Liquor,Risk 3 (Low),60606,5/30/2014,License Re-Inspection,41.87896178,-87.63973261,"(41.878961784808446, -87.63973261184394)",Fail
Potbelly Sandwich Works,Restaurant,Risk 1 (High),60647,5/30/2014,Canvass,41.93093576,-87.68579201,"(41.93093575622094, -87.68579201111525)",Pass
UNIVERSITY OF CHICAGO TIFFIN ROOM CLUB,CAFE/STORE,Risk 2 (Medium),60637,5/30/2014,Canvass,41.78796989,-87.59084354,"(41.787969890663675, -87.59084353909033)",Pass
ARAMARK,NORTHERLY ISLAND,Risk 1 (High),60605,5/30/2014,License Re-Inspection,41.86631006,-87.61027015,"(41.866310062969625, -87.6102701544974)",Pass
O'HARE BAR,Restaurant,Risk 1 (High),60666,5/30/2014,Canvass,42.0085364,-87.91442844,"(42.008536400868735, -87.91442843927047)",Fail
CHICAGO BY NIGHT,Restaurant,Risk 1 (High),60634,5/30/2014,Complaint,41.93868377,-87.76656249,"(41.93868377475747, -87.76656249384537)",Pass
UNIVERSITY OF CHGO CAFETERIA,Restaurant,Risk 1 (High),60637,5/30/2014,Canvass,41.78796989,-87.59084354,"(41.787969890663675, -87.59084353909033)",Out of Business
UNI GRILL,Restaurant,Risk 1 (High),60657,5/30/2014,License Re-Inspection,41.94551137,-87.64631523,"(41.9455113748058, -87.64631522697728)",Pass
ARAMARK,Restaurant,Risk 1 (High),60605,5/30/2014,Canvass,41.86631006,-87.61027015,"(41.866310062969625, -87.6102701544974)",Out of Business
JONNIE 'S EXPRESS GRILL,Restaurant,Risk 1 (High),60640,5/30/2014,Complaint,41.96433623,-87.65462704,"(41.964336225778, -87.6546270434299)",Fail
WALGREENS #05234,Grocery Store,Risk 3 (Low),60632,5/30/2014,Complaint Re-Inspection,41.79438342,-87.7034374,"(41.79438342285343, -87.70343740377959)",Pass
SOUTH HARPER MONTESSORI SCHOOL,Daycare (2 - 6 Years),Risk 1 (High),60617,5/30/2014,License,41.74242102,-87.5859176,"(41.742421018607715, -87.58591760430095)",Pass
STARBUCKS COFFEE #2949,Restaurant,Risk 2 (Medium),60707,5/30/2014,Canvass,41.90904012,-87.80262196,"(41.9090401159946, -87.80262196157943)",Pass w/ Conditions
